COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,COUNTY_NAME,DISTRICT_NAME,SCHOOL_NAME,SUBJECT,TESTED,Mean,Level1,Level2,Level3,Level4,Level5,MET_EXCEED
9,3780,60,CAPE MAY  ,OCEAN CITY,INTERMEDIATE             ,Math,375,744,2.2,19.6,38.6,37.4,2.2,39.4
9,5340,30,CAPE MAY  ,UPPER TWP,UPPER TWP MIDDLE SCH     ,ELA,369,760.3,3.7,8.3,23,46.7,18.7,65
9,5340,30,CAPE MAY  ,UPPER TWP,UPPER TWP MIDDLE SCH     ,Math,343,748.7,3.7,12.3,34,44,6,50
9,5790,70,CAPE MAY  ,WILDWOOD CITY,WILDWOOD MIDDLE SCHOOL   ,ELA,135,725.3,18.7,25.3,33.3,20.7,2,23
9,5790,70,CAPE MAY  ,WILDWOOD CITY,WILDWOOD MIDDLE SCHOOL   ,Math,132,725,18.3,26,36,18,1.3,19.3
9,5800,30,CAPE MAY  ,WILDWOOD CREST BORO,CREST MEMORIAL           ,ELA,100,759.2,6,7.5,20.2,51.8,14.3,66.2
9,5800,30,CAPE MAY  ,WILDWOOD CREST BORO,CREST MEMORIAL           ,Math,100,742.7,6,16.3,35.3,38.3,3.7,42
9,5840,50,CAPE MAY  ,WOODBINE BORO,WOODBINE ELEM            ,ELA,83,733,16.2,24.4,22.4,33.8,3.4,37
9,5840,50,CAPE MAY  ,WOODBINE BORO,WOODBINE ELEM            ,Math,71,729.8,8,35.5,32,21,3.5,24.8
11,950,50,CUMBERLAND,COMMERCIAL TWP,PORT NORRIS              ,ELA,139,731.7,24.3,16.3,23,26.3,9.7,36
11,950,50,CUMBERLAND,COMMERCIAL TWP,PORT NORRIS              ,Math,130,727,16.7,29.3,31.3,22.3,0.7,23
11,1020,40,CUMBERLAND,DEERFIELD TWP,DEERFIELD                ,ELA,202,735.7,11.5,21.8,35,29,2.5,31.7
11,1020,40,CUMBERLAND,DEERFIELD TWP,DEERFIELD                ,Math,198,736.5,4.2,27.7,43.3,23.8,0.7,24.5
11,1120,45,CUMBERLAND,DOWNE TWP,DOWNE TWP ELEMENTARY     ,ELA,82,725.4,23.6,22,29.2,25.4,0,25.4
11,1120,45,CUMBERLAND,DOWNE TWP,DOWNE TWP ELEMENTARY     ,Math,51,730.7,16,28.7,22.3,33,0,33
11,1460,70,CUMBERLAND,FAIRFIELD TWP,FAIRFIELD TWP SCHOOL,ELA,191,720.2,23.5,28.5,28.8,18.2,1,19.2
11,1460,70,CUMBERLAND,FAIRFIELD TWP,FAIRFIELD TWP SCHOOL,Math,53,719,21,40,26,13,0,13
11,2270,60,CUMBERLAND,HOPEWELL TWP,HOPEWELL CREST           ,ELA,282,742.8,8.7,19.3,28,37.8,6.2,44
11,2270,60,CUMBERLAND,HOPEWELL TWP,HOPEWELL CREST           ,Math,232,739.6,6.2,23.6,35.2,31,4,34.8
11,2570,30,CUMBERLAND,LAWRENCE TWP,MYRON L POWELL           ,ELA,294,739.5,14,20.7,24.3,34,7.2,40.8
11,2570,30,CUMBERLAND,LAWRENCE TWP,MYRON L POWELL           ,Math,278,732.3,8.8,32.5,31.3,26,1.3,27.5
11,3050,65,CUMBERLAND,MAURICE RIVER TWP,MAURICE RIVER TWP        ,ELA,257,732.8,16.8,20.5,25,36.5,1.7,37.8
11,3050,65,CUMBERLAND,MAURICE RIVER TWP,MAURICE RIVER TWP        ,Math,208,731.6,13,26.2,35.6,25.2,0.6,25.6
11,3230,77,CUMBERLAND,MILLVILLE,LAKESIDE MIDDLE SCHOOL   ,ELA,1053,727,20,25.7,28.7,24,1.7,26
11,3230,77,CUMBERLAND,MILLVILLE,LAKESIDE MIDDLE SCHOOL   ,Math,697,724.5,14,36.5,32,18,0,18
11,5070,50,CUMBERLAND,STOW CREEK TWP,STOW CREEK TOWNSHIP      ,ELA,43,749,2.3,25.3,32,28,12.3,40.3
11,5070,50,CUMBERLAND,STOW CREEK TWP,STOW CREEK TOWNSHIP      ,Math,28,747,0,24,35.5,29,11,39.5
11,5300,70,CUMBERLAND,UPPER DEERFIELD TWP,WOODRUFF SCHOOL          ,ELA,224,737.7,14.7,19.7,31,28,6.7,34.7
11,5300,70,CUMBERLAND,UPPER DEERFIELD TWP,WOODRUFF SCHOOL          ,Math,208,725,13,38,29.7,18,0.3,18.7
11,5390,55,CUMBERLAND,VINELAND CITY,LANDIS INTERMEDIATE SCH  ,ELA,422,728,17.7,27,30,25,0.7,26
11,5390,55,CUMBERLAND,VINELAND CITY,LANDIS INTERMEDIATE SCH  ,Math,383,729,9.7,32.7,37.7,19.7,0,19.7
11,5390,60,CUMBERLAND,VINELAND CITY,VETERANS MEMORIAL INT SCH,ELA,565,735,14.7,23.7,29,27,5.7,32.7
11,5390,60,CUMBERLAND,VINELAND CITY,VETERANS MEMORIAL INT SCH,Math,497,729.3,15.7,24.7,34.7,23,1.3,24.3
11,5390,65,CUMBERLAND,VINELAND CITY,ANTHONY ROSSI INTER. SCH ,ELA,439,732.3,14.7,19.3,36,29.3,1,30.3
11,5390,65,CUMBERLAND,VINELAND CITY,ANTHONY ROSSI INTER. SCH ,Math,414,731,11.3,26.3,36.7,25,0.7,25.7
11,5390,260,CUMBERLAND,VINELAND CITY,WM. MENNIES ELEMENTARY,ELA,253,739.3,9.3,22.7,28.7,37.3,1.7,39.3
11,5390,260,CUMBERLAND,VINELAND CITY,WM. MENNIES ELEMENTARY,Math,253,731.3,7,34.3,38.7,19,0.3,19.3
11,5390,280,CUMBERLAND,VINELAND CITY,THOMAS WALLACE MIDDLE,ELA,476,723.7,21.7,26.7,27.7,18.3,5.3,23.7
11,5390,280,CUMBERLAND,VINELAND CITY,THOMAS WALLACE MIDDLE,Math,326,727,12.5,32,35,18,3,20.5
13,250,25,ESSEX     ,BELLEVILLE,BELLEVILLE MIDDLE        ,ELA,959,741.3,10.3,20.7,26,35.7,7.7,43
13,250,25,ESSEX     ,BELLEVILLE,BELLEVILLE MIDDLE        ,Math,980,731.3,13.3,26.3,33,26.3,1,27.3
13,250,55,ESSEX     ,BELLEVILLE,NUMBER 4                 ,ELA,148,738.7,8.7,24,33.7,29.7,4,33.3
13,250,55,ESSEX     ,BELLEVILLE,NUMBER 4                 ,Math,94,735.5,6.5,28,41,24,1,25
13,410,30,ESSEX     ,BLOOMFIELD TOWNSHIP,BLOOMFIELD MIDDLE        ,ELA,803,751.5,6,15.5,23.5,40.5,13.5,55
13,410,30,ESSEX     ,BLOOMFIELD TOWNSHIP,BLOOMFIELD MIDDLE        ,Math,711,741,6,22,33.5,33.5,4.5,38
13,660,60,ESSEX     ,CALDWELL-WEST CALDWELL,GROVER CLEVELAND MIDDLE  ,ELA,546,754.3,5,9.7,26,45.3,13.7,59
13,660,60,ESSEX     ,CALDWELL-WEST CALDWELL,GROVER CLEVELAND MIDDLE  ,Math,509,737.3,8.7,21.7,36.7,31,2,33.3
13,760,58,ESSEX     ,CEDAR GROVE TOWNSHIP,CEDAR GROVE MEMORIAL MS  ,ELA,491,759.2,2.5,9.2,25.2,49.8,13.5,62.5
13,760,58,ESSEX     ,CEDAR GROVE TOWNSHIP,CEDAR GROVE MEMORIAL MS  ,Math,433,740,6.2,20.2,38,33.2,2.2,35.5
13,1210,90,ESSEX     ,EAST ORANGE,WHITNEY E. HOUSTON ACAD  ,ELA,176,734.2,17.2,20.2,26.5,36,0,36
13,1210,90,ESSEX     ,EAST ORANGE,WHITNEY E. HOUSTON ACAD  ,Math,114,726.2,15.8,37,24,23.2,0,23.2
13,1210,93,ESSEX     ,EAST ORANGE,BENJAMIN BANNEKER ACADEMY,ELA,158,739.3,12,21.7,26,33,7.3,40
13,1210,93,ESSEX     ,EAST ORANGE,BENJAMIN BANNEKER ACADEMY,Math,159,734,14,23.7,29.3,27,6.3,33.7
13,1210,120,ESSEX     ,EAST ORANGE,ECOLE T. LOVERTURE SCHOOL,ELA,113,730.3,14.7,27.7,30.3,26,1,27
13,1210,120,ESSEX     ,EAST ORANGE,ECOLE T. LOVERTURE SCHOOL,Math,113,723.7,18,33.7,28.3,19.7,0,19.7
13,1210,135,ESSEX     ,EAST ORANGE,SOJOURNER TRUTH MIDDLE   ,ELA,29,699,45,17,24,14,0,14
13,1210,150,ESSEX     ,EAST ORANGE,CICELY TYSON COM HS/MS,ELA,616,727.7,18.2,27.3,27.5,24,3.3,27.2
13,1210,150,ESSEX     ,EAST ORANGE,CICELY TYSON COM HS/MS,Math,94,721,14,43,34,10,0,10
13,1750,50,ESSEX     ,GLEN RIDGE,GLEN RIDGE HIGH          ,ELA,615,775.4,1.8,3.8,13.6,49,32.4,81
13,1750,50,ESSEX     ,GLEN RIDGE,GLEN RIDGE HIGH          ,Math,204,754.5,3,8.5,26.5,58.5,3.5,62
13,2330,135,ESSEX     ,IRVINGTON TOWNSHIP,UNIVERSITY MIDDLE SCHOOL ,ELA,325,722,22.5,29,27.5,19.5,1.5,20.5
13,2330,135,ESSEX     ,IRVINGTON TOWNSHIP,UNIVERSITY MIDDLE SCHOOL ,Math,173,718,20,42,27,12,0,12
13,2330,140,ESSEX     ,IRVINGTON TOWNSHIP,UNION AVE                ,ELA,492,729,14.3,31.3,28.3,21.7,3.3,25.7
13,2330,140,ESSEX     ,IRVINGTON TOWNSHIP,UNION AVE                ,Math,291,719,23.5,31,29.5,15.5,0.5,15.5
13,2730,55,ESSEX     ,LIVINGSTON TOWNSHIP,HERITAGE MIDDLE SCH      ,ELA,634,772,1.5,5,18,43.5,31.5,75.5
13,2730,55,ESSEX     ,LIVINGSTON TOWNSHIP,HERITAGE MIDDLE SCH      ,Math,411,745.5,4.5,14.5,33.5,44.5,2.5,47
13,3190,60,ESSEX     ,MILLBURN TOWNSHIP,MILLBURN MIDDLE SCHOOL   ,ELA,895,768.3,3.3,7,17.7,44.7,28,72.7
13,3190,60,ESSEX     ,MILLBURN TOWNSHIP,MILLBURN MIDDLE SCHOOL   ,Math,736,748,8.7,15.7,24.3,42,10,52
13,3190,65,ESSEX     ,MILLBURN TOWNSHIP,DEERFIELD                ,ELA,267,774,0.7,4.7,12.7,62.3,19.3,82
13,3190,65,ESSEX     ,MILLBURN TOWNSHIP,DEERFIELD                ,Math,267,771.7,2,3.7,13,58.3,22.7,81.3
13,3310,116,ESSEX     ,MONTCLAIR,GLENFIELD MIDDLE         ,ELA,429,763,4.7,7,18.3,50.7,19.3,70
13,3310,116,ESSEX     ,MONTCLAIR,GLENFIELD MIDDLE         ,Math,338,740.3,8,22.3,27,39.3,3.3,42.3
13,3310,127,ESSEX     ,MONTCLAIR,MT HEBRON MIDDLE SCHOOL  ,ELA,351,770.3,2.3,8.3,15,44.7,30,74.7
13,3310,127,ESSEX     ,MONTCLAIR,MT HEBRON MIDDLE SCHOOL  ,Math,294,739.7,6.7,23.7,30,36.7,3.7,40
13,3310,165,ESSEX     ,MONTCLAIR,RENAISSANCE MIDDLE SCH   ,ELA,116,762,8.3,5.7,14.7,49.7,21.3,71
13,3310,165,ESSEX     ,MONTCLAIR,RENAISSANCE MIDDLE SCH   ,Math,83,747,2,18.5,27,46.5,6,52.5
13,3570,10,ESSEX     ,NEWARK,ARTS H.S. ,ELA,415,740.6,7.2,20.2,35.2,32.2,4.8,36.6
13,3570,10,ESSEX     ,NEWARK,ARTS H.S. ,Math,42,730,5,33,45,17,0,17
13,3570,55,ESSEX     ,NEWARK,SCIENCE HIGH SCHOOL,ELA,67,775.3,1,3.3,12,50.3,33.7,83.7
13,3570,55,ESSEX     ,NEWARK,SCIENCE HIGH SCHOOL,Math,24,769,0,0,13,67,21,88
13,3570,57,ESSEX     ,NEWARK,UNIVERSITY HIGH          ,ELA,91,737.3,8.3,17.3,37,35,2,37
13,3570,57,ESSEX     ,NEWARK,UNIVERSITY HIGH          ,Math,13,734,8,15,62,15,0,15
13,3570,170,ESSEX     ,NEWARK,ABINGTON AVE             ,ELA,426,730.5,18.5,23.5,30,25,2.5,27.7
13,3570,170,ESSEX     ,NEWARK,ABINGTON AVE             ,Math,439,726,17,32.3,30.5,19.8,0.3,20.2
13,3570,200,ESSEX     ,NEWARK,ANN ST                   ,ELA,776,745,9,17.5,26.2,41.5,6.3,47.8
13,3570,200,ESSEX     ,NEWARK,ANN ST                   ,Math,778,747.5,3.8,17,29.5,46.5,3.2,49.5
13,3570,220,ESSEX     ,NEWARK,AVON AVE                 ,ELA,252,716,27,37.2,22.5,13.8,0,13.8
13,3570,220,ESSEX     ,NEWARK,AVON AVE                 ,Math,127,722.5,17.5,41,23.5,18.5,0,18.5
13,3570,225,ESSEX     ,NEWARK,BELMONT RUNYON           ,ELA,50,718,22,32,36,10,0,10
13,3570,270,ESSEX     ,NEWARK,BRANCH BROOK H. ,ELA,61,734,6.5,30,32.5,31,0,31
13,3570,270,ESSEX     ,NEWARK,BRANCH BROOK H. ,Math,61,740.5,3,24,35,33,5,37.5
13,3570,301,ESSEX     ,NEWARK,LUIS MUNOZ MARIN ELEMENTARY,ELA,363,716.8,30,27.5,28,14.2,0.2,14.5
13,3570,301,ESSEX     ,NEWARK,LUIS MUNOZ MARIN ELEMENTARY,Math,292,714.7,30.7,34.3,21.7,13.3,0,13.3
13,3570,310,ESSEX     ,NEWARK,CAMDEN STREET E.S. ,ELA,270,709,33.3,33.2,20.2,11.8,1.5,13.3
13,3570,310,ESSEX     ,NEWARK,CAMDEN STREET E.S. ,Math,186,709.8,30.8,38,17.2,10.5,4,14.2
13,3570,330,ESSEX     ,NEWARK,CHANCELLOR AVE           ,ELA,263,715.6,35.4,26.2,20.2,16.6,1.6,18.2
13,3570,330,ESSEX     ,NEWARK,CHANCELLOR AVE           ,Math,151,716,27,39,22.7,10,1.3,11.3
13,3570,350,ESSEX     ,NEWARK,CLEVELAND                ,ELA,164,715.8,32.5,23.5,22,18.5,3.2,21.8
13,3570,350,ESSEX     ,NEWARK,CLEVELAND                ,Math,53,714,27,39,9,25,0,25
13,3570,370,ESSEX     ,NEWARK,DAYTON ST                ,ELA,198,714,34.8,22.8,30.5,12,0,12
13,3570,370,ESSEX     ,NEWARK,DAYTON ST                ,Math,99,715,28,34.5,24,13.5,0,13.5
13,3570,390,ESSEX     ,NEWARK,ELLIOTT STREET E.S. ,ELA,159,718.5,30,30,22,17,1,18
13,3570,390,ESSEX     ,NEWARK,ELLIOTT STREET E.S. ,Math,159,728.5,18,28.5,31,21.5,1.5,23
13,3570,410,ESSEX     ,NEWARK,FIRST AVENUE             ,ELA,682,740,10.7,17.8,30.8,35,5.5,40.5
13,3570,410,ESSEX     ,NEWARK,FIRST AVENUE             ,Math,686,742.5,6.3,21.8,28.8,39.2,4.2,43.3
13,3570,415,ESSEX     ,NEWARK,DR E ALMA FLAGG          ,ELA,112,705.5,50,22.5,16.5,11,0,11
13,3570,415,ESSEX     ,NEWARK,DR E ALMA FLAGG          ,Math,63,713,27,41,22,10,0,10
13,3570,435,ESSEX     ,NEWARK,GEORGE WASHINGTON CARVER ,ELA,112,716.5,37,18.5,29,16,0,16
13,3570,440,ESSEX     ,NEWARK,DR WILLIAM H HORTON      ,ELA,331,715.4,32.6,30,23.6,13.6,0,13.6
13,3570,440,ESSEX     ,NEWARK,DR WILLIAM H HORTON      ,Math,153,720,23,33,25.5,17,1,18.5
13,3570,460,ESSEX     ,NEWARK,HAWKINS ST               ,ELA,244,719.6,30.6,27.2,20.4,19.2,2.4,21.6
13,3570,460,ESSEX     ,NEWARK,HAWKINS ST               ,Math,149,717.7,27.7,32,26.3,13.3,0.7,14.3
13,3570,470,ESSEX     ,NEWARK,HAWTHORNE AVE            ,ELA,78,705.8,40.2,25.8,16.8,16,1.8,17.8
13,3570,470,ESSEX     ,NEWARK,HAWTHORNE AVE            ,Math,67,712.3,26,38.7,20,12.3,3.3,16
13,3570,480,ESSEX     ,NEWARK,LAFAYETTE ST             ,ELA,596,741.8,9.8,19.5,28,37.5,4.8,42.5
13,3570,480,ESSEX     ,NEWARK,LAFAYETTE ST             ,Math,589,741.3,5.2,21.2,34.2,35.7,3.3,39
13,3570,490,ESSEX     ,NEWARK,LINCOLN                  ,ELA,271,720.3,26.8,31.7,21.8,19.2,0.8,19.8
13,3570,490,ESSEX     ,NEWARK,LINCOLN                  ,Math,133,713.3,28.3,37.7,23.3,11.3,0,11.3
13,3570,495,ESSEX     ,NEWARK,LOUISE A. SPENCER        ,ELA,111,701,41.3,31,12.3,8.3,7.7,16.3
13,3570,495,ESSEX     ,NEWARK,LOUISE A. SPENCER        ,Math,119,710,28.3,40.7,16.3,10.3,4.3,14.7
13,3570,520,ESSEX     ,NEWARK,MCKINLEY                 ,ELA,477,716,27.8,30.3,23.8,15.5,2.8,18.3
13,3570,520,ESSEX     ,NEWARK,MCKINLEY                 ,Math,383,720,18,37,29.4,12.2,3.6,15.6
13,3570,530,ESSEX     ,NEWARK,MILLER ST                ,ELA,173,724.2,20.2,30.4,22.6,25,1.8,26.6
13,3570,530,ESSEX     ,NEWARK,MILLER ST                ,Math,147,716.2,29.2,31.5,24.5,15.2,0,15.2
13,3570,565,ESSEX     ,NEWARK,IVY HILL ELEMENTARY,ELA,297,724.5,24,22,24,28.3,1.7,30
13,3570,565,ESSEX     ,NEWARK,IVY HILL ELEMENTARY,Math,297,719,26.3,29.7,25.3,16.2,2.5,18.7
13,3570,570,ESSEX     ,NEWARK,MT VERNON                ,ELA,400,742,15.2,17.3,25.3,29.7,12.2,41.8
13,3570,570,ESSEX     ,NEWARK,MT VERNON                ,Math,405,741.8,10,18.5,29.8,37,5,41.8
13,3570,575,ESSEX     ,NEWARK,RAFAEL HERNANDEZ SCHOOL  ,ELA,362,717,28.5,32.2,23.5,14.5,1.2,15.8
13,3570,575,ESSEX     ,NEWARK,RAFAEL HERNANDEZ SCHOOL  ,Math,96,708,45,28,17,10,0,10
13,3570,581,ESSEX     ,NEWARK,NEW PARK SCHOOL,ELA,450,740.2,12.8,20,24.8,36.2,6.2,42.3
13,3570,581,ESSEX     ,NEWARK,NEW PARK SCHOOL,Math,464,733.8,11.2,28.7,26.7,31.7,1.8,33.7
13,3570,590,ESSEX     ,NEWARK,OLIVER ST                ,ELA,533,733.8,13.2,22.8,33.8,27.7,2.7,30.3
13,3570,590,ESSEX     ,NEWARK,OLIVER ST                ,Math,534,734,9.2,29.3,34.7,24.2,2.2,26.5
13,3570,605,ESSEX     ,NEWARK,QUITMAN COMMUNITY SCHOOL ,ELA,214,717,28.8,28,26,17.8,0,17.8
13,3570,605,ESSEX     ,NEWARK,QUITMAN COMMUNITY SCHOOL ,Math,220,720.5,18,39.5,27.8,11,3.8,14.8
13,3570,610,ESSEX     ,NEWARK,RIDGE ST                 ,ELA,394,739.7,10.2,19.8,30,36.8,3.3,40.5
13,3570,610,ESSEX     ,NEWARK,RIDGE ST                 ,Math,396,731.3,11.3,27.5,34,25.7,1.5,26.8
13,3570,670,ESSEX     ,NEWARK,SOUTH SEVENTEENTH ST     ,ELA,214,718.6,29.4,28.8,25,16,1.4,17.4
13,3570,670,ESSEX     ,NEWARK,SOUTH SEVENTEENTH ST     ,Math,138,716,23.7,38,27.3,11.7,0,11.7
13,3570,690,ESSEX     ,NEWARK,SPEEDWAY AVENUE E.S. ,ELA,115,718.7,23,38.3,23,14,1.7,15.7
13,3570,690,ESSEX     ,NEWARK,SPEEDWAY AVENUE E.S. ,Math,80,720,15.5,51.5,17.5,16,0,16
13,3570,710,ESSEX     ,NEWARK,SUSSEX AVE               ,ELA,176,718,32.8,27.5,18.2,20.8,1,21.8
13,3570,710,ESSEX     ,NEWARK,SUSSEX AVE               ,Math,281,727,19.5,29,26.5,23.8,0.8,24.7
13,3570,715,ESSEX     ,NEWARK,THIRTEENTH AVE           ,ELA,248,707.5,39.2,26.5,18.5,13.5,1.8,15.5
13,3570,715,ESSEX     ,NEWARK,THIRTEENTH AVE           ,Math,135,706.5,30.5,41.5,15,8,5,13.5
13,3570,750,ESSEX     ,NEWARK,WILSON AVE               ,ELA,400,728,22,21.4,29.6,25.6,1.4,27
13,3570,750,ESSEX     ,NEWARK,WILSON AVE               ,Math,437,731.8,14.5,28,28.7,25.7,3.2,28.8
13,3750,60,ESSEX     ,NUTLEY,JOHN H WALKER MIDDLE SCHOOL   ,ELA,571,758.5,4,10,21.5,47,17,64
13,3750,60,ESSEX     ,NUTLEY,JOHN H WALKER MIDDLE SCHOOL   ,Math,447,732.5,13.5,22.5,36,27,0.5,27.5
13,3880,115,ESSEX     ,"ORANGE TOWNSHIP, CITY OF",ORANGE MIDDLE            ,ELA,473,729,21,24.5,24.5,26,3,29
13,3880,115,ESSEX     ,"ORANGE TOWNSHIP, CITY OF",ORANGE MIDDLE            ,Math,225,718,25,28,33,14,0,14
13,4900,40,ESSEX     ,SOUTH ORANGE-MAPLEWOOD,MAPLEWOOD MIDDLE         ,ELA,673,756,6.7,11.3,21.3,43.7,17,60.3
13,4900,40,ESSEX     ,SOUTH ORANGE-MAPLEWOOD,MAPLEWOOD MIDDLE         ,Math,580,744.3,7.3,18,28,42.7,4,47
13,4900,50,ESSEX     ,SOUTH ORANGE-MAPLEWOOD,SOUTH ORANGE MIDDLE      ,ELA,692,763.3,3.7,8.7,20.7,44.7,23.3,68
13,4900,50,ESSEX     ,SOUTH ORANGE-MAPLEWOOD,SOUTH ORANGE MIDDLE      ,Math,542,744,6.3,19,31.3,40.3,3.7,43.7
13,5370,95,ESSEX     ,VERONA,HENRY B WHITEHORNE MIDDLE,ELA,578,762.2,5,9.2,17,51.5,17,68.5
13,5370,95,ESSEX     ,VERONA,HENRY B WHITEHORNE MIDDLE,Math,509,742.8,9,16.8,29.8,41.5,2.8,44.5
13,5630,70,ESSEX     ,WEST ESSEX REGIONAL,WEST ESSEX JR. HIGH      ,ELA,265,750,13,14,22,36,15,51
13,5630,70,ESSEX     ,WEST ESSEX REGIONAL,WEST ESSEX JR. HIGH      ,Math,173,727,14,36,25,25,0,25
13,5680,90,ESSEX     ,WEST ORANGE,ROOSEVELT MIDDLE         ,ELA,412,760,6,11.5,21.5,40,21,60.5
13,5680,90,ESSEX     ,WEST ORANGE,ROOSEVELT MIDDLE         ,Math,340,735,8.5,28.5,34,24,5,29
13,5680,135,ESSEX     ,WEST ORANGE,LIBERTY MIDDLE,ELA,386,758.5,6.5,9.5,20.5,44.5,19.5,64
13,5680,135,ESSEX     ,WEST ORANGE,LIBERTY MIDDLE,Math,304,735.5,12,19.5,37,26,5.5,31.5
15,860,45,GLOUCESTER,CLAYTON,CLAYTON MIDDLE           ,ELA,257,742.3,11.3,21.7,26.7,31.7,9,40.7
15,860,45,GLOUCESTER,CLAYTON,CLAYTON MIDDLE           ,Math,219,733.3,10.3,27,31.7,30.3,0.7,31
15,870,30,GLOUCESTER,CLEARVIEW REGIONAL,CLEARVIEW REG MIDDLE SCH ,ELA,706,746.5,6.5,16.5,29,42,6.5,48
15,870,30,GLOUCESTER,CLEARVIEW REGIONAL,CLEARVIEW REG MIDDLE SCH ,Math,488,737,10,19.5,37.5,33,0,33.5
15,1100,45,GLOUCESTER,DEPTFORD TOWNSHIP,MONONGAHELA MIDDLE SCHOOL,ELA,384,744.5,12.5,17,24.5,33,12.5,45.5
15,1100,45,GLOUCESTER,DEPTFORD TOWNSHIP,MONONGAHELA MIDDLE SCHOOL,Math,348,735,14,18.5,36,28.5,3,31.5
15,1100,90,GLOUCESTER,DEPTFORD TOWNSHIP,GOOD INTENT              ,ELA,200,743.2,14.5,15,25,34.8,10.5,45.5
15,1100,90,GLOUCESTER,DEPTFORD TOWNSHIP,GOOD INTENT              ,Math,200,742.5,6,19.5,32.8,39,2.8,42
15,1715,50,GLOUCESTER,GATEWAY REGIONAL,GATEWAY REG HIGH SCHOOL  ,ELA,570,722.4,30,25,21.6,17.8,5.4,23.2
15,1715,50,GLOUCESTER,GATEWAY REGIONAL,GATEWAY REG HIGH SCHOOL  ,Math,117,724,9,43,34,14,0,14
15,1730,78,GLOUCESTER,GLASSBORO,GLASSBORO INTERMEDIATE   ,ELA,215,739,14,17.5,30,32.5,7,38.5
15,1730,78,GLOUCESTER,GLASSBORO,GLASSBORO INTERMEDIATE   ,Math,72,718,24,33,29,14,0,14
15,1730,90,GLOUCESTER,GLASSBORO,THOMAS E BOWE            ,ELA,381,734.7,12.7,24,31.7,27.7,4,31
15,1730,90,GLOUCESTER,GLASSBORO,THOMAS E BOWE            ,Math,381,735.3,7,30.7,32.3,27,3.3,30
15,1830,60,GLOUCESTER,GREENWICH TWP,NEHAUNSEY MIDDLE SCHOOL  ,ELA,176,751,5.5,11.5,28.5,48.2,6.8,55
15,1830,60,GLOUCESTER,GREENWICH TWP,NEHAUNSEY MIDDLE SCHOOL  ,Math,161,736.5,6,24.5,37.5,31.8,0.5,32
15,2440,60,GLOUCESTER,KINGSWAY REGIONAL HIGH,KINGSWAY REG MIDDLE      ,ELA,353,747,9,16,25,43,7,50
15,2440,60,GLOUCESTER,KINGSWAY REGIONAL HIGH,KINGSWAY REG MIDDLE      ,Math,196,721,20,35,34,11,0,11
15,2750,300,GLOUCESTER,LOGAN TWP,LOGAN MIDDLE SCHOOL,ELA,235,756,5,11,24.3,47,13,59.7
15,2750,300,GLOUCESTER,LOGAN TWP,LOGAN MIDDLE SCHOOL,Math,215,738,10.7,18,32.7,36.7,2,38.7
15,3280,110,GLOUCESTER,MONROE TOWNSHIP (GLOUCESTER),WILLIAMSTOWN MIDDLE SCH  ,ELA,1761,743,9.8,17,31.5,35,7.2,41.8
15,3280,110,GLOUCESTER,MONROE TOWNSHIP (GLOUCESTER),WILLIAMSTOWN MIDDLE SCH  ,Math,1671,732.5,10.8,26,37.8,25,1.5,26.2
15,4020,50,GLOUCESTER,PAULSBORO,PAULSBORO HIGH           ,ELA,121,717.5,30,32.5,21,13.5,3,16.5
15,4020,70,GLOUCESTER,PAULSBORO,LOUDENSLAGER             ,ELA,191,724.3,21,28.7,33.3,16.7,0.7,17
15,4020,70,GLOUCESTER,PAULSBORO,LOUDENSLAGER             ,Math,128,728,9,34.5,36.5,18,1.5,20
15,4140,75,GLOUCESTER,PITMAN,PITMAN MIDDLE SCHOOL     ,ELA,149,750,4.5,14.5,28,48.5,4.5,53
15,4140,75,GLOUCESTER,PITMAN,PITMAN MIDDLE SCHOOL     ,Math,111,734.5,6.5,31,32.5,29.5,1.5,31
15,4940,60,GLOUCESTER,DELSEA REGIONAL,DELSEA REGIONAL MIDDLE   ,ELA,232,756,7,13,18,52,10,63
15,4940,60,GLOUCESTER,DELSEA REGIONAL,DELSEA REGIONAL MIDDLE   ,Math,169,731,17,23,34,25,1,26
15,5500,20,GLOUCESTER,WASHINGTON TOWNSHIP,BUNKER HILL MIDDLE SCH   ,ELA,531,750,6.3,13.3,29.7,38.3,12.3,51.3
15,5500,20,GLOUCESTER,WASHINGTON TOWNSHIP,BUNKER HILL MIDDLE SCH   ,Math,467,737.3,7,23,40.3,28,2,30
15,5500,26,GLOUCESTER,WASHINGTON TOWNSHIP,CHESTNUT RIDGE MIDDLE    ,ELA,504,751,3.3,18,28,41.7,9.3,51
15,5500,26,GLOUCESTER,WASHINGTON TOWNSHIP,CHESTNUT RIDGE MIDDLE    ,Math,419,735,8.3,25,40,24.7,2.3,27
15,5500,50,GLOUCESTER,WASHINGTON TOWNSHIP,ORCHARD VALLEY MIDDLE    ,ELA,442,747.7,8.7,16.7,24.7,39.3,11,50.3
15,5500,50,GLOUCESTER,WASHINGTON TOWNSHIP,ORCHARD VALLEY MIDDLE    ,Math,379,733.7,11,23,39.3,25.3,2,27.3
15,5620,130,GLOUCESTER,WEST DEPTFORD TOWNSHIP,WEST DEPTFORD MIDDLE     ,ELA,813,742.2,11.8,15.8,28.2,38.8,5.8,44.5
