COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,COUNTY_NAME,DISTRICT_NAME,SCHOOL_NAME,SUBJECT,TESTED,Mean,Level1,Level2,Level3,Level4,Level5,MET_EXCEED
3,4600,100,BERGEN    ,RUTHERFORD,UNION                    ,ELA,423,766.8,1.8,3.8,21.6,53,19.6,72.8
3,4600,100,BERGEN    ,RUTHERFORD,UNION                    ,Math,405,752.4,2.2,11.6,31.8,48.2,6.2,54.4
3,4610,50,BERGEN    ,SADDLE BROOK TOWNSHIP,SADDLE BROOK HIGH        ,ELA,580,726.6,25.4,22.4,23.2,25.8,3.6,29.2
3,4610,50,BERGEN    ,SADDLE BROOK TOWNSHIP,SADDLE BROOK HIGH        ,Math,146,737,6,24,36,33,1,34
3,4610,90,BERGEN    ,SADDLE BROOK TOWNSHIP,LONG MEMORIAL            ,ELA,167,757.8,1.8,11.8,21.8,58.2,6.8,65
3,4610,90,BERGEN    ,SADDLE BROOK TOWNSHIP,LONG MEMORIAL            ,Math,167,746.5,6.2,15.8,29,47,2.5,49.5
3,4870,50,BERGEN    ,SOUTH HACKENSACK TWP,MEMORIAL                 ,ELA,144,755,4,8.8,29.2,47.7,10.3,58.3
3,4870,50,BERGEN    ,SOUTH HACKENSACK TWP,MEMORIAL                 ,Math,116,744.6,3.2,21.2,35.8,34.4,5.4,40
3,5150,60,BERGEN    ,TEANECK,BENJAMIN FRANKLIN MIDDLE ,ELA,457,749,7.8,14.8,26.8,42.2,8.2,50.8
3,5150,60,BERGEN    ,TEANECK,BENJAMIN FRANKLIN MIDDLE ,Math,436,739.5,9.5,20.8,30,36.2,3.8,39.8
3,5150,70,BERGEN    ,TEANECK,THOMAS JEFFERSON MIDDLE  ,ELA,487,752,6.8,13.5,21.5,47.2,10.8,58
3,5150,70,BERGEN    ,TEANECK,THOMAS JEFFERSON MIDDLE  ,Math,447,738.5,8.8,21.8,33,32.5,4,36.8
3,5160,95,BERGEN    ,TENAFLY,TENAFLY MIDDLE           ,ELA,774,775.7,1.7,4.7,11.7,49,33.3,82
3,5160,95,BERGEN    ,TENAFLY,TENAFLY MIDDLE           ,Math,502,750.7,5.3,14,26.3,43.7,10.3,54
3,5330,50,BERGEN    ,UPPER SADDLE RIVER BORO,EMIL A CAVALLINI         ,ELA,374,775.7,1.3,4.7,12.7,46.3,35,81.7
3,5330,50,BERGEN    ,UPPER SADDLE RIVER BORO,EMIL A CAVALLINI         ,Math,306,761.7,2.3,4.7,19.7,61.3,12.3,74
3,5410,40,BERGEN    ,WALDWICK,CRESCENT                 ,ELA,150,770,1.3,9.3,17.7,53.3,18,71.7
3,5410,40,BERGEN    ,WALDWICK,CRESCENT                 ,Math,150,765,1.3,2.7,21,59,16.3,75
3,5410,70,BERGEN    ,WALDWICK,WALDWICK MIDDLE SCHOOL   ,ELA,282,759.3,3,10,23.7,48.7,15,63.3
3,5410,70,BERGEN    ,WALDWICK,WALDWICK MIDDLE SCHOOL   ,Math,262,744.7,5.7,14.3,36.3,42,2.3,44.3
3,5430,50,BERGEN    ,WALLINGTON,WALLINGTON JR SR HIGH SCH,ELA,370,739.2,16,16.8,25.8,33.6,8,41.6
3,5430,50,BERGEN    ,WALLINGTON,WALLINGTON JR SR HIGH SCH,Math,129,730,16.5,22.5,28.5,30.5,1.5,32
3,5755,50,BERGEN    ,WESTWOOD REG SCHOOL DIST,WESTWOOD JUNIOR/SENIOR HS,ELA,340,758.5,7.5,14,20.8,37.8,20.2,58
3,5880,50,BERGEN    ,WOODCLIFF LAKE BORO,WOODCLIFF MIDDLE SCHOOL  ,ELA,248,783.7,0,1.7,12,40.7,46,86.3
3,5880,50,BERGEN    ,WOODCLIFF LAKE BORO,WOODCLIFF MIDDLE SCHOOL  ,Math,202,767.3,0,3,17.3,70,9.7,80
3,5920,25,BERGEN    ,WYCKOFF TWP,DWIGHT D EISENHOWER M.S. ,ELA,563,765,2.7,6.7,21.7,46.7,22.3,69.3
3,5920,25,BERGEN    ,WYCKOFF TWP,DWIGHT D EISENHOWER M.S. ,Math,447,744.3,5,17.7,32.7,40,4.3,44
5,380,25,BURLINGTON,BEVERLY CITY,BEVERLY SCHOOL           ,ELA,136,739.2,14.7,16.3,31.8,30.3,6.8,37.2
5,380,25,BURLINGTON,BEVERLY CITY,BEVERLY SCHOOL           ,Math,97,718.2,20,40.5,27.5,12.2,0,12.2
5,475,55,BURLINGTON,BORDENTOWN REGIONAL,BORDENTOWN REGIONAL MIDDLE,ELA,490,748,5.7,16.7,29,38.7,10,48.7
5,475,55,BURLINGTON,BORDENTOWN REGIONAL,BORDENTOWN REGIONAL MIDDLE,Math,436,744.3,5.3,19.7,30.7,39.7,5.3,45
5,600,20,BURLINGTON,BURLINGTON CITY,BURLINGTON CITY HIGH     ,ELA,452,726.2,26.4,23.4,22.8,22.8,4.8,27.4
5,600,20,BURLINGTON,BURLINGTON CITY,BURLINGTON CITY HIGH     ,Math,92,726,12,34,39,15,0,15
5,620,51,BURLINGTON,BURLINGTON TOWNSHIP,BURLINGTON TWP MIDDLE AT SPRINGSIDE,ELA,775,746,7,16.3,28.7,41,6.7,48
5,620,51,BURLINGTON,BURLINGTON TOWNSHIP,BURLINGTON TWP MIDDLE AT SPRINGSIDE,Math,661,735,12,20.7,34.3,31,1.7,33
5,840,53,BURLINGTON,CINNAMINSON TOWNSHIP,CINNAMINSON MIDDLE SCHOOL,ELA,465,748,9,16,26.7,35.3,13.3,48.3
5,840,53,BURLINGTON,CINNAMINSON TOWNSHIP,CINNAMINSON MIDDLE SCHOOL,Math,419,734,11,22.3,36,29.3,0.7,30.3
5,1030,60,BURLINGTON,DELANCO TWP,WALNUT ST                ,ELA,87,742,6,25.3,28.3,33.3,7,40.3
5,1030,60,BURLINGTON,DELANCO TWP,WALNUT ST                ,Math,66,730,9,36,33,20.5,1.5,22
5,1060,7,BURLINGTON,DELRAN TOWNSHIP,DELRAN MIDDLE            ,ELA,390,747.7,8.7,13.7,28,37.3,12.7,50
5,1060,7,BURLINGTON,DELRAN TOWNSHIP,DELRAN MIDDLE            ,Math,338,735.3,13.3,19.3,32.7,32,2.3,34.3
5,1250,60,BURLINGTON,EASTAMPTON TWP,EASTAMPTON COMMUNITY,ELA,346,743.5,8.8,16.2,30,40.3,4.7,45.2
5,1250,60,BURLINGTON,EASTAMPTON TWP,EASTAMPTON COMMUNITY,Math,344,739.5,10.8,19.5,30.5,34.8,4.7,39.5
5,1280,70,BURLINGTON,EDGEWATER PARK TWP,SAMUEL M RIDGWAY SCHOOL  ,ELA,287,744.5,7.5,17,29.8,39,6.5,45.5
5,1280,70,BURLINGTON,EDGEWATER PARK TWP,SAMUEL M RIDGWAY SCHOOL  ,Math,274,736.5,7.8,25.2,35.2,30.8,1,32
5,1420,40,BURLINGTON,EVESHAM TWP,FRANCES DEMASI MIDDLE SCH,ELA,636,755,6,10.7,24.7,46.3,12.7,59
5,1420,40,BURLINGTON,EVESHAM TWP,FRANCES DEMASI MIDDLE SCH,Math,587,741,8.7,20.3,29,38.7,3.3,42
5,1420,60,BURLINGTON,EVESHAM TWP,MARLTON MIDDLE           ,ELA,689,753,4.3,11,29.7,44.3,11,55.3
5,1420,60,BURLINGTON,EVESHAM TWP,MARLTON MIDDLE           ,Math,638,743.7,5,17.3,33.7,38.3,5.3,43.7
5,1520,55,BURLINGTON,FLORENCE TOWNSHIP,RIVERFRONT    ,ELA,465,739.4,9.4,21.8,31.2,32.6,4.8,37.2
5,1520,55,BURLINGTON,FLORENCE TOWNSHIP,RIVERFRONT    ,Math,427,733.2,14,24.6,31.4,27.6,2.2,29.8
5,1910,50,BURLINGTON,HAINESPORT TWP,HAINESPORT               ,ELA,400,755.8,2.5,12.7,25.8,47.8,11,58.8
5,1910,50,BURLINGTON,HAINESPORT TWP,HAINESPORT               ,Math,378,748.8,2.3,13.5,33,48.8,2.8,51.5
5,2850,20,BURLINGTON,LUMBERTON TWP,BOBBY'S RUN SCHOOL       ,ELA,292,752,6,15.5,23.5,46,8.5,55
5,2850,20,BURLINGTON,LUMBERTON TWP,BOBBY'S RUN SCHOOL       ,Math,293,746.5,5.5,15,33.5,40.5,6,46
5,2850,60,BURLINGTON,LUMBERTON TWP,LUMBERTON MIDDLE SCHOOL  ,ELA,433,752.3,6,10.3,28.3,42,13,55
5,2850,60,BURLINGTON,LUMBERTON TWP,LUMBERTON MIDDLE SCHOOL  ,Math,405,736.3,11.3,20.7,32,33.7,2.3,36
5,3010,30,BURLINGTON,MAPLE SHADE TOWNSHIP,MAPLE SHADE HIGH         ,ELA,608,741.2,13,15.6,28.2,36.6,6.4,43
5,3010,30,BURLINGTON,MAPLE SHADE TOWNSHIP,MAPLE SHADE HIGH         ,Math,250,731.5,13.5,25,33.5,26.5,1,28
5,3070,40,BURLINGTON,MEDFORD LAKES BORO,NEETA SCHOOL             ,ELA,273,755.7,3.8,13.3,21.8,49.8,11.3,61
5,3070,40,BURLINGTON,MEDFORD LAKES BORO,NEETA SCHOOL             ,Math,257,743.2,4.3,23.7,28.2,39.7,4.2,43.8
5,3080,55,BURLINGTON,MEDFORD TWP,MEDFORD TWP MEMORIAL     ,ELA,567,763,5,8,18.5,48,21.5,69
5,3080,55,BURLINGTON,MEDFORD TWP,MEDFORD TWP MEMORIAL     ,Math,463,744.5,5.5,15.5,33,42.5,3.5,45.5
5,3360,110,BURLINGTON,MOORESTOWN TOWNSHIP,WM ALLEN III MIDDLE SCH  ,ELA,545,755,5.5,10.5,27,42.5,15,57.5
5,3360,110,BURLINGTON,MOORESTOWN TOWNSHIP,WM ALLEN III MIDDLE SCH  ,Math,418,747,6,12.5,34.5,39.5,7.5,46.5
5,3430,60,BURLINGTON,MOUNT HOLLY TWP,F W HOLBEIN              ,ELA,239,743.7,10,17.3,25.7,39.3,7,47
5,3430,60,BURLINGTON,MOUNT HOLLY TWP,F W HOLBEIN              ,Math,222,733,10.7,28.3,31.3,27.7,1.3,29.3
5,3440,60,BURLINGTON,MOUNT LAUREL TWP,T.E. HARRINGTON MIDDLE   ,ELA,781,743.5,10.5,17.5,26.5,36.5,9.5,45.5
5,3440,60,BURLINGTON,MOUNT LAUREL TWP,T.E. HARRINGTON MIDDLE   ,Math,564,730.5,13.5,24,37.5,25,0.5,25.5
5,3540,50,BURLINGTON,NEW HANOVER TWP,NEW HANOVER TWP          ,ELA,104,740.5,17.8,16.3,19.3,38.7,8,46.8
5,3540,50,BURLINGTON,NEW HANOVER TWP,NEW HANOVER TWP          ,Math,103,730,11,33.5,31.3,19.7,4.7,24.3
5,3690,60,BURLINGTON,N BURLINGTON COUNTY REG,N BURL CO REG MIDDLE SCH ,ELA,660,756,6,11.5,24,42,17,58.5
5,3690,60,BURLINGTON,N BURLINGTON COUNTY REG,N BURL CO REG MIDDLE SCH ,Math,491,736,9,21,35,33,2,34.5
5,3920,50,BURLINGTON,PALMYRA BOROUGH,PALMYRA HIGH             ,ELA,269,732.6,17.6,24.4,28,23.8,5.8,29.6
5,3920,50,BURLINGTON,PALMYRA BOROUGH,PALMYRA HIGH             ,Math,76,731,11,21,44,24,0,24
5,4050,50,BURLINGTON,PEMBERTON TOWNSHIP,HELEN A. FORT MIDDLE SCH ,ELA,941,729.7,17.7,24.7,29.7,24,4,28
5,4050,50,BURLINGTON,PEMBERTON TOWNSHIP,HELEN A. FORT MIDDLE SCH ,Math,618,729,10,34,34.5,18.5,2.5,21
5,4450,70,BURLINGTON,RIVERSIDE TOWNSHIP,RIVERSIDE MIDDLE         ,ELA,211,731.3,15,22.3,37.7,24.3,1.3,26
5,4450,70,BURLINGTON,RIVERSIDE TOWNSHIP,RIVERSIDE MIDDLE         ,Math,68,722,13,41,32,13,0,13
5,4460,50,BURLINGTON,RIVERTON,RIVERTON                 ,ELA,163,760,1.2,10,22,56.7,9.8,66.8
5,4460,50,BURLINGTON,RIVERTON,RIVERTON                 ,Math,163,755.5,2.2,8.2,26.5,59,4.3,63.2
5,4740,55,BURLINGTON,SHAMONG TWP,INDIAN MILLS MEMORIAL SCH,ELA,343,747.5,6.8,14.8,28.2,43,7,50.2
5,4740,55,BURLINGTON,SHAMONG TWP,INDIAN MILLS MEMORIAL SCH,Math,311,737,8,20.5,37.2,33.5,0.8,34
5,4930,70,BURLINGTON,SOUTHAMPTON TWP,SOUTHAMPTON TWP SCH NO 3 ,ELA,228,759.7,3.3,7.3,25,50,14,64.3
5,4930,70,BURLINGTON,SOUTHAMPTON TWP,SOUTHAMPTON TWP SCH NO 3 ,Math,211,743.7,5.3,10,42.7,41,1.3,42.3
5,5130,40,BURLINGTON,TABERNACLE TWP,KENNETH R. OLSON MID SCH ,ELA,283,742.5,7.5,18.2,32.2,36.5,5,41.2
5,5130,40,BURLINGTON,TABERNACLE TWP,KENNETH R. OLSON MID SCH ,Math,258,734,7.5,30.5,35,24.8,2.2,27
5,5720,50,BURLINGTON,WESTAMPTON,WESTAMPTON MIDDLE        ,ELA,398,753,7,11,25.2,43.2,13,56.2
5,5720,50,BURLINGTON,WESTAMPTON,WESTAMPTON MIDDLE        ,Math,371,736,7,27.8,32.2,31.2,2,33.2
5,5805,57,BURLINGTON,WILLINGBORO,WILLINGBORO MEMORIAL SCH ,ELA,629,725.7,19,30,29.3,19.3,1.7,21
5,5805,57,BURLINGTON,WILLINGBORO,WILLINGBORO MEMORIAL SCH ,Math,438,722,18,38,30.5,13,1,14
5,5890,30,BURLINGTON,WOODLAND TWP,CHATSWORTH               ,ELA,80,737.5,8.5,24.5,30.2,32.3,4.3,36.7
5,5890,30,BURLINGTON,WOODLAND TWP,CHATSWORTH               ,Math,67,734.8,6.6,29.4,31,32.6,0,32.6
7,150,10,CAMDEN    ,AUDUBON,AUDUBON HIGH             ,ELA,335,748,10,15,21.4,43.8,9.6,53
7,150,10,CAMDEN    ,AUDUBON,AUDUBON HIGH             ,Math,101,736.5,8,21.5,39.5,30.5,1,31.5
7,190,30,CAMDEN    ,BARRINGTON BORO,WOODLAND                 ,ELA,171,738.2,8,22.5,37.8,28,4.2,32.2
7,190,30,CAMDEN    ,BARRINGTON BORO,WOODLAND                 ,Math,127,735.3,7,23.3,45,24,0.7,24.7
7,260,15,CAMDEN    ,BELLMAWR BORO,BELL OAKS                ,ELA,408,748.2,6.5,14.2,30.2,42.2,6.8,49
7,260,15,CAMDEN    ,BELLMAWR BORO,BELL OAKS                ,Math,378,740,7,21.2,34.2,34.5,3.2,37.8
7,330,20,CAMDEN    ,BERLIN BORO,BERLIN COMMUNITY         ,ELA,448,750.3,4.8,14.8,29.7,43.5,7.5,51
7,330,20,CAMDEN    ,BERLIN BORO,BERLIN COMMUNITY         ,Math,406,739.8,6.5,21,35.3,34.8,2.7,37.3
7,340,30,CAMDEN    ,BERLIN TWP,DWIGHT EISENHOWER M S    ,ELA,236,740.6,8.8,21.2,28.2,37.2,4.8,41.8
7,340,30,CAMDEN    ,BERLIN TWP,DWIGHT EISENHOWER M S    ,Math,225,734.4,9,25.6,33.4,31.2,1.4,32.4
7,580,10,CAMDEN    ,BROOKLAWN BORO,ALICE COSTELLO           ,ELA,135,735.5,10.7,24,32.8,29.3,3.3,32.8
7,580,10,CAMDEN    ,BROOKLAWN BORO,ALICE COSTELLO           ,Math,118,731.4,11,25.6,41,21.8,0.6,22.6
7,680,80,CAMDEN    ,CAMDEN CITY,VETERANS MEMORIAL MIDDLE ,ELA,40,706,50,13,25,13,0,13
7,680,80,CAMDEN    ,CAMDEN CITY,VETERANS MEMORIAL MIDDLE ,Math,46,717,28,30,30,11,0,11
7,680,145,CAMDEN    ,CAMDEN CITY,OCTAVIUS CATTO DEMONSTRATION,ELA,46,730.5,15,23,34,27.5,0,27.5
7,680,145,CAMDEN    ,CAMDEN CITY,OCTAVIUS CATTO DEMONSTRATION,Math,115,722.3,22.3,31.7,30.7,15.3,0,15.3
7,680,165,CAMDEN    ,CAMDEN CITY,COOPERS POYNT            ,ELA,25,720,24,24,36,16,0,16
7,680,180,CAMDEN    ,CAMDEN CITY,DAVIS ELEM               ,ELA,230,712.6,36.2,31.8,19,11.8,1,12.8
7,680,180,CAMDEN    ,CAMDEN CITY,DAVIS ELEM               ,Math,51,712,31,39,20,10,0,10
7,680,190,CAMDEN    ,CAMDEN CITY,DUDLEY E.S. ,ELA,46,705,43,33,11,13,0,13
7,680,190,CAMDEN    ,CAMDEN CITY,DUDLEY E.S. ,Math,45,707,44,33,11,9,2,11
7,680,210,CAMDEN    ,CAMDEN CITY,HATCH MIDDLE             ,Math,25,713,28,28,28,16,0,16
7,680,245,CAMDEN    ,CAMDEN CITY,MORGAN VILLAGE MIDDLE    ,ELA,147,725.8,21.3,26.2,27.8,23.3,1.2,24.5
7,680,245,CAMDEN    ,CAMDEN CITY,MORGAN VILLAGE MIDDLE    ,Math,22,719,14,41,32,14,0,14
7,680,300,CAMDEN    ,CAMDEN CITY,SHARP                    ,ELA,85,726,13.7,31.3,40.7,12.7,2,14.7
7,680,300,CAMDEN    ,CAMDEN CITY,SHARP                    ,Math,49,722,12.5,40.5,36.5,10,0,10
7,680,320,CAMDEN    ,CAMDEN CITY,U S WIGGINS              ,ELA,45,731,7,31,44,16,2,18
7,680,350,CAMDEN    ,CAMDEN CITY,H. B. WILSON E.S. ,ELA,54,719,22,33,26,19,0,19
7,680,360,CAMDEN    ,CAMDEN CITY,YORKSHIP                 ,ELA,48,711,38,33,19,8,2,10
7,800,67,CAMDEN    ,CHERRY HILL TOWNSHIP,JOHN A CARUSI MIDDLE SCH ,ELA,648,750.7,6.7,14.3,26.7,42,10.3,52.3
7,800,67,CAMDEN    ,CHERRY HILL TOWNSHIP,JOHN A CARUSI MIDDLE SCH ,Math,534,738.7,6.3,20.3,36.3,35.3,1.7,37
7,800,73,CAMDEN    ,CHERRY HILL TOWNSHIP,HENRY C BECK MIDDLE SCH  ,ELA,682,763.7,4,10,18.3,43.3,24.3,67.7
7,800,73,CAMDEN    ,CHERRY HILL TOWNSHIP,HENRY C BECK MIDDLE SCH  ,Math,515,748.3,6.7,13.3,30.3,43.3,6.3,49.7
7,800,74,CAMDEN    ,CHERRY HILL TOWNSHIP,ROSA INTERNATIONAL M S   ,ELA,498,768,1.3,5.3,18,52.7,22.7,75
7,800,74,CAMDEN    ,CHERRY HILL TOWNSHIP,ROSA INTERNATIONAL M S   ,Math,413,752.3,0.7,13.3,28.7,50,6.7,57
7,880,10,CAMDEN    ,CLEMENTON BORO,CLEMENTON ELEM           ,ELA,233,755.5,7,10.2,22.7,49.7,11.2,60.7
7,880,10,CAMDEN    ,CLEMENTON BORO,CLEMENTON ELEM           ,Math,215,744.3,6.2,17.3,32.5,39.2,4.8,43.8
7,940,40,CAMDEN    ,COLLINGSWOOD BOROUGH,COLLINGSWOOD MIDDLE      ,ELA,251,751,6.7,14,26,39,14,53
7,940,40,CAMDEN    ,COLLINGSWOOD BOROUGH,COLLINGSWOOD MIDDLE      ,Math,214,734.7,10.7,23.3,33.7,31.7,1,32.7
7,1720,20,CAMDEN    ,GIBBSBORO BORO,GIBBSBORO                ,ELA,149,750.3,5,11.8,30,47.5,6.2,53.5
7,1720,20,CAMDEN    ,GIBBSBORO BORO,GIBBSBORO                ,Math,132,749.7,2.5,17.5,25.3,49.3,5.5,54.8
7,1770,50,CAMDEN    ,GLOUCESTER CITY,GLOUCESTER CITY JR SR H  ,ELA,558,739.4,13.8,20.6,25.6,32.4,7.2,40
7,1770,50,CAMDEN    ,GLOUCESTER CITY,GLOUCESTER CITY JR SR H  ,Math,224,740,12.5,16,28.5,40.5,3,43
7,1780,35,CAMDEN    ,GLOUCESTER TWP,CHARLES W LEWIS          ,ELA,545,728,21,22.7,31,23,2.7,25.3
7,1780,35,CAMDEN    ,GLOUCESTER TWP,CHARLES W LEWIS          ,Math,505,726,13.3,34.3,35,16.7,0.3,17.3
7,1780,55,CAMDEN    ,GLOUCESTER TWP,GLEN LANDING             ,ELA,682,734.7,16,19.7,32.7,27,4.7,32
7,1780,55,CAMDEN    ,GLOUCESTER TWP,GLEN LANDING             ,Math,616,732,9,30.7,36,22.7,1.3,24
7,1780,100,CAMDEN    ,GLOUCESTER TWP,ANN A MULLEN MIDDLE SCH  ,ELA,782,736.7,14.3,21.3,28.3,31,5,36
7,1780,100,CAMDEN    ,GLOUCESTER TWP,ANN A MULLEN MIDDLE SCH  ,Math,689,734.7,10,24.3,35.3,30.3,0.3,31
7,1880,50,CAMDEN    ,HADDON HEIGHTS,HADDON HEIGHTS JR-SR HS  ,ELA,340,736.2,16.2,20.6,27.4,30.8,5,35.8
7,1880,50,CAMDEN    ,HADDON HEIGHTS,HADDON HEIGHTS JR-SR HS  ,Math,83,739,4.5,24,32.5,38,1,39
7,1890,110,CAMDEN    ,HADDON TOWNSHIP,WILLIAM G. ROHRER MIDDLE ,ELA,379,741,11.3,18,31.3,33.3,6.3,39.7
7,1890,110,CAMDEN    ,HADDON TOWNSHIP,WILLIAM G. ROHRER MIDDLE ,Math,253,735,8,22.5,43.5,24,2,26
7,1900,70,CAMDEN    ,HADDONFIELD BOROUGH,MIDDLE                   ,ELA,489,767.7,1,2.7,22.7,52.7,21.7,74
7,1900,70,CAMDEN    ,HADDONFIELD BOROUGH,MIDDLE                   ,Math,324,759,0.5,7,24,59,10,68.5
7,2560,60,CAMDEN    ,LAWNSIDE BORO,LAWNSIDE PUBLIC          ,ELA,138,737.7,8.7,23.3,32.8,32.3,2.8,35.3
7,2560,60,CAMDEN    ,LAWNSIDE BORO,LAWNSIDE PUBLIC          ,Math,133,733,9.7,25.8,35,29,0.7,29.7
7,2670,90,CAMDEN    ,LINDENWOLD,LINDENWOLD MIDDLE SCHOOL ,ELA,556,728.5,20.5,22,30.8,23.2,3.5,26.5
7,2670,90,CAMDEN    ,LINDENWOLD,LINDENWOLD MIDDLE SCHOOL ,Math,520,722.5,15.8,36,34,13.2,0.5,13.8
7,2890,50,CAMDEN    ,MAGNOLIA BORO,MAGNOLIA                 ,ELA,191,737,20.2,14.5,23.3,35.8,6.5,42.2
7,2890,50,CAMDEN    ,MAGNOLIA BORO,MAGNOLIA                 ,Math,189,732,12.2,28,34.8,23.3,1,24.3
7,3110,60,CAMDEN    ,MERCHANTVILLE BORO,MERCHANTVILLE ELEM       ,ELA,214,747.7,8.8,12.5,29.7,38.8,10,49
7,3110,60,CAMDEN    ,MERCHANTVILLE BORO,MERCHANTVILLE ELEM       ,Math,196,740.3,7.3,20.7,32.5,35.3,4.2,39.5
7,3420,20,CAMDEN    ,MOUNT EPHRAIM BORO,RAYMOND W. KERSHAW       ,ELA,140,744.2,4.8,19.2,33.2,33,10,43
7,3420,20,CAMDEN    ,MOUNT EPHRAIM BORO,RAYMOND W. KERSHAW       ,Math,128,734.8,5.5,25.5,41.8,24.2,3.2,27.5
7,3770,50,CAMDEN    ,OAKLYN BORO,OAKLYN SCHOOL,ELA,210,736.6,10.9,24.6,30.4,31,3.1,34.3
7,3770,50,CAMDEN    ,OAKLYN BORO,OAKLYN SCHOOL,Math,127,732,13.8,21.2,37,24.8,2.5,27.5
7,4060,55,CAMDEN    ,PENNSAUKEN TOWNSHIP,HOWARD M PHIFER M S      ,ELA,653,732,17.5,23,29.5,24.5,4.5,29.5
7,4060,55,CAMDEN    ,PENNSAUKEN TOWNSHIP,HOWARD M PHIFER M S      ,Math,592,729,15,28.5,31.5,24.5,0.5,25
7,4060,175,CAMDEN    ,PENNSAUKEN TOWNSHIP,PENNSAUKEN INTERMEDIATE  ,ELA,659,729.5,14,27.5,36,21.5,0.5,22
7,4060,175,CAMDEN    ,PENNSAUKEN TOWNSHIP,PENNSAUKEN INTERMEDIATE  ,Math,666,728,10.5,32.5,37,19.5,0.5,20
7,4110,100,CAMDEN    ,PINE HILL PUBLIC SCHOOL D,PINE HILL MIDDLE SCHOOL  ,ELA,295,747.7,7.3,11,31.7,41,9.7,50.7
7,4110,100,CAMDEN    ,PINE HILL PUBLIC SCHOOL D,PINE HILL MIDDLE SCHOOL  ,Math,279,734.7,7.7,22.3,42.3,26,1.7,28
7,4590,40,CAMDEN    ,RUNNEMEDE BORO,MARY E. VOLZ             ,ELA,392,738.6,9,21.4,34.2,32.8,2.8,35.4
7,4590,40,CAMDEN    ,RUNNEMEDE BORO,MARY E. VOLZ             ,Math,315,728.8,11.5,31.2,37.5,19.8,0,19.8
7,4790,20,CAMDEN    ,SOMERDALE BORO,SOMERDALE PARK           ,ELA,249,747.8,7.8,16.5,25.5,45,5.5,50.5
7,4790,20,CAMDEN    ,SOMERDALE BORO,SOMERDALE PARK           ,Math,236,735.5,7.5,28,34.5,29.2,0.8,30
7,5080,60,CAMDEN    ,STRATFORD BORO,SAMUEL S YELLIN          ,ELA,422,749.2,7,12.8,26.6,43.6,9.8,53.4
7,5080,60,CAMDEN    ,STRATFORD BORO,SAMUEL S YELLIN          ,Math,383,736.8,9,23.6,34.8,31.4,1.4,33
7,5400,100,CAMDEN    ,VOORHEES TWP,VOORHEES MIDDLE          ,ELA,917,757,5,10.3,22,48.3,13.7,62
7,5400,100,CAMDEN    ,VOORHEES TWP,VOORHEES MIDDLE          ,Math,772,740.3,8.3,18.7,33.3,35,5,39.7
7,5820,20,CAMDEN    ,WINSLOW TOWNSHIP SCHOOL D,WINSLOW TWP MIDDLE SCHOOL,ELA,619,737.5,16.5,19.5,24,31.5,9,40
7,5820,20,CAMDEN    ,WINSLOW TOWNSHIP SCHOOL D,WINSLOW TWP MIDDLE SCHOOL,Math,281,729,14,31,33,21,2,23
7,5820,80,CAMDEN    ,WINSLOW TOWNSHIP SCHOOL D,WINSLOW TWP SCHOOL NO 6  ,ELA,367,729.7,16.3,29.3,29.3,22.7,2.3,25
7,5820,80,CAMDEN    ,WINSLOW TOWNSHIP SCHOOL D,WINSLOW TWP SCHOOL NO 6  ,Math,369,726.7,12.7,34.7,34.3,16.3,1.7,17.7
7,5900,50,CAMDEN    ,WOODLYNNE BORO,WOODLYNNE                ,ELA,214,736.2,10.2,22.7,31.3,33.8,1.7,35.8
7,5900,50,CAMDEN    ,WOODLYNNE BORO,WOODLYNNE                ,Math,213,733,8.7,30,35.2,24.8,1.3,26.2
9,170,10,CAPE MAY  ,AVALON BORO,AVALON ELEM.             ,ELA,33,764.3,0,6,15,60.7,18,79
9,170,10,CAPE MAY  ,AVALON BORO,AVALON ELEM.             ,Math,33,750,0,18,24,51.7,6,58
9,1080,50,CAPE MAY  ,DENNIS TWP,DENNIS TWP MIDDLE,ELA,230,748.4,5.2,13,31,47,4.6,51.6
9,1080,50,CAPE MAY  ,DENNIS TWP,DENNIS TWP MIDDLE,Math,208,742.2,5.4,17,36.2,37.4,4.2,41.8
9,2820,60,CAPE MAY  ,LOWER CAPE MAY REGIONAL,RICHARD M TEITELMAN SCH  ,ELA,451,728.5,17.5,26,28,24.5,4,28.5
9,2820,60,CAPE MAY  ,LOWER CAPE MAY REGIONAL,RICHARD M TEITELMAN SCH  ,Math,415,726,20.5,25,29.5,24.5,1,25
9,3130,91,CAPE MAY  ,MIDDLE TOWNSHIP,MIDDLE TWP ELEM NO 4     ,ELA,431,732.3,17.7,20.3,28.3,25,8.3,33.3
9,3130,91,CAPE MAY  ,MIDDLE TOWNSHIP,MIDDLE TWP ELEM NO 4     ,Math,274,735.5,7,23,40.5,25.5,3.5,29
9,3680,60,CAPE MAY  ,NORTH WILDWOOD CITY,MARGARET MACE ELEM       ,ELA,135,738.7,15.7,12.2,28.8,41,2.7,43.7
9,3680,60,CAPE MAY  ,NORTH WILDWOOD CITY,MARGARET MACE ELEM       ,Math,134,742.3,9.7,15.8,28.3,45.2,1.3,46.3
9,3780,60,CAPE MAY  ,OCEAN CITY,INTERMEDIATE             ,ELA,420,756.8,2.6,13.2,23.4,48,12.8,60.6
